order_id,user_id,amount,quantity,created_at,status
A3649,0730,347.21,4,2025-01-11T14:43:00Z,Refunded
A3221,0553,426.34,5,2025-02-27T03:12:00Z,Refunded
A4690,0306,391.45,2,,Refunded
A3559,0330,258.63,7,2025-02-02T04:29:00Z,paid
A3148,0803,143.23,9,2025-11-09T01:32:00Z,PAID
A4920,0163,415.93,1,2025-05-04T10:02:00Z,paid
A0394,0896,306.51,7,2025-06-05T17:30:00Z,paid
A3552,0311,344.97,2,2025-05-12T10:21:00Z,PAID
A4848,0500,87.79,8,2025-08-02T23:11:00Z,Refunded
A3214,0389,329.76,1,2025-12-11T06:24:00Z,refund
A4719,0035,130.79,9,2025-12-03T03:17:00Z,refund
A0102,0326,135.64,5,2025-05-04T08:17:00Z,refunded
A4412,0016,192.88,8,2025-01-29T18:51:00Z,refunded
A2589,0518,,8,2025-11-23T14:05:00Z,Paid
A1726,0194,462.14,9,2025-08-28T09:17:00Z,
A3858,0238,446.04,,2025-11-18T17:59:00Z,refunded
A0146,0341,245.57,9,2025-10-03T01:07:00Z,
A3053,0446,173.56,1,2025-08-09T23:34:00Z,Refunded
A0060,0325,440.77,6,2025-05-29T08:49:00Z,refunded
A4708,0470,401.38,5,2025-07-15T07:27:00Z,Pending
A3789,0875,202.59,4,2025-12-01T16:13:00Z,refunded
A0612,0308,227.33,3,,Pending
A3731,0696,410.67,2,2025-04-01T22:59:00Z,paid
A4649,0542,144.96,9,2025-11-25T09:17:00Z,paid
A3770,0219,345.7,,2025-02-28T20:05:00Z,
A3833,0231,21.18,8,2025-06-29T13:24:00Z,Pending
A1112,0966,,,2025-08-09T12:48:00Z,Refunded
A4379,0462,,3,2025-04-08T17:27:00Z,refunded
A1728,0104,166.34,8,2025-10-29T15:40:00Z,refunded
A1706,0404,392.86,5,2025-01-09T12:16:00Z,paid
A4786,0957,354.16,6,2025-04-13T04:59:00Z,
A4883,0450,221.71,9,2025-11-30T08:49:00Z,Refunded
A0075,0992,,8,2025-11-23T08:40:00Z,refunded
A0249,0954,110.71,1,2025-02-26T19:26:00Z,refunded
A2034,0675,395.65,,2025-09-21T11:55:00Z,refunded
A0810,0072,204.61,7,2025-09-24T20:55:00Z,refunded
A0413,0873,,8,2025-02-27T19:02:00Z,refund
A2037,0973,208.77,7,2025-11-08T09:49:00Z,paid
A3582,0369,325.86,8,,refund
A0548,0943,379.96,9,2025-03-21T10:44:00Z,PAID
A4921,0304,355.73,7,2025-07-27T18:21:00Z,PAID
A0001,0464,194.86,2,2025-07-23T00:08:00Z,refund
A0954,0096,366.41,3,2025-11-27T19:42:00Z,Pending
A3992,0217,169.92,9,2025-06-03T12:24:00Z,Refunded
A3847,0640,212.32,,2025-08-11T12:24:00Z,
A1412,0913,,2,2025-10-15T19:31:00Z,refunded
A1393,0158,133.03,9,2025-12-07T06:15:00Z,PAID
A2783,0434,312.22,7,2025-01-09T14:44:00Z,refund
A4995,0616,286.96,8,2025-01-05T10:51:00Z,Refunded
A0111,0419,438.14,7,2025-03-15T05:13:00Z,refunded
A3910,0127,346.62,1,2025-01-28T16:05:00Z,PAID
A4211,0773,37.37,6,2025-07-07T23:27:00Z,PAID
A1518,0841,462.24,3,2025-02-28T18:43:00Z,paid
A2132,0894,290.13,2,2025-10-22T14:55:00Z,PAID
A3140,0644,26.58,8,2025-09-08T09:43:00Z,refunded
A4000,0781,248.71,4,2025-10-11T23:02:00Z,Pending
A1319,0807,274.81,2,2025-11-20T11:03:00Z,Paid
A0598,0205,50.29,8,2025-06-11T01:03:00Z,Refunded
A0047,0386,375.6,6,2025-05-08T03:15:00Z,refund
A0224,0953,86.24,1,,
A1983,0924,87.29,3,2025-09-28T16:44:00Z,paid
A2998,0230,430.55,2,2025-06-10T10:05:00Z,Refunded
A4688,0130,161.28,5,2025-04-20T04:12:00Z,refunded
A2612,0034,112.54,9,2025-09-29T12:12:00Z,PAID
A3120,0039,324.91,,2025-11-27T09:45:00Z,Refunded
A4214,0063,,7,,refunded
A3655,0432,359.09,4,2025-01-24T12:49:00Z,paid
A1364,0767,246.96,4,2025-04-25T22:42:00Z,refunded
A2351,0570,183.78,1,2025-05-25T17:55:00Z,PAID
A4432,0127,392.89,5,2025-05-11T01:36:00Z,PAID
A2778,0436,130.67,3,2025-03-16T09:57:00Z,refunded
A3335,0056,188.76,3,2025-01-03T03:58:00Z,Paid
A4042,0206,489.14,2,2025-05-22T04:35:00Z,Pending
A3745,0309,272.3,,2025-04-29T05:27:00Z,
A2089,0081,82.98,3,2025-08-28T02:50:00Z,PAID
A2620,0195,,9,2025-02-09T03:05:00Z,Refunded
A4665,0035,,6,2025-03-28T04:49:00Z,Paid
A2994,0518,,9,2025-04-21T15:02:00Z,Refunded
A3502,0233,455.79,3,2025-03-30T22:05:00Z,Refunded
A0526,0494,,7,2025-06-02T16:25:00Z,refunded
A0679,0309,418.22,8,2025-10-25T01:35:00Z,Refunded
A4642,0152,407.96,9,2025-01-30T04:16:00Z,refund
A3300,0853,412.61,9,2025-02-12T05:27:00Z,paid
A3874,0569,68.07,8,2025-10-27T07:17:00Z,refunded
A2118,0838,486.21,9,2025-04-06T23:42:00Z,refund
A2400,0454,39.95,2,2025-11-03T13:55:00Z,Paid
A3888,0204,313.08,6,2025-04-17T00:06:00Z,refund
A3578,0261,381.21,4,2025-06-26T23:10:00Z,refund
A3807,0139,499.3,5,,paid
A2579,0265,332.34,,2025-11-26T12:18:00Z,paid
A2384,0236,100.15,7,2025-07-25T21:58:00Z,Pending
A0114,0076,463.05,3,2025-05-12T00:41:00Z,refunded
A3090,0411,11.09,7,2025-12-17T21:57:00Z,refund
A4082,0972,316.19,1,2025-05-07T23:00:00Z,
A3937,0350,342.2,9,,refunded
A1737,0417,475.67,6,2025-12-11T03:40:00Z,Refunded
A3318,0388,274.21,5,2025-06-22T20:06:00Z,Refunded
A3641,0909,488.86,8,2025-05-14T11:47:00Z,Refunded
A3264,0788,360.33,5,2025-10-10T19:57:00Z,
A2321,0559,180.53,8,2025-05-13T23:54:00Z,Paid
A0635,0920,27.41,3,2025-09-07T23:45:00Z,Refunded
A0227,0250,377.23,8,2025-05-11T09:55:00Z,
A4366,0727,463.16,6,2025-10-26T12:26:00Z,PAID
A0564,0496,276.1,,2025-08-19T01:02:00Z,PAID
A3133,0291,366.87,8,2025-09-04T00:47:00Z,paid
A2707,0347,269.35,1,2025-02-11T14:43:00Z,Paid
A4286,0940,,1,2025-11-03T08:01:00Z,Refunded
A1534,0779,58.7,9,2025-04-09T01:27:00Z,Paid
A3457,0133,,9,2025-10-28T23:03:00Z,Pending
A2711,0182,254.9,9,2025-03-31T06:38:00Z,Refunded
A4729,0889,204.16,2,2025-02-24T14:54:00Z,refunded
A0677,0330,53.69,9,2025-10-25T21:52:00Z,Paid
A2653,0916,149.32,8,2025-08-04T22:36:00Z,
A1632,0846,62.82,4,2025-03-31T21:16:00Z,refund
A2724,0268,5.63,7,2025-06-13T08:08:00Z,paid
A0170,0055,338.58,2,2025-12-10T06:53:00Z,
A3897,0659,84.45,3,2025-08-27T15:26:00Z,Paid
A4489,0874,330.13,5,2025-10-07T14:53:00Z,paid
A4388,0914,,7,2025-06-29T21:09:00Z,
A4612,0173,357.12,6,2025-06-27T05:28:00Z,paid
A1885,0391,321.83,3,2025-12-11T06:16:00Z,refunded
A4200,0660,198.96,,,paid
A0501,0840,164.96,4,2025-02-10T21:29:00Z,paid
A4948,0446,371.34,1,2025-07-29T11:36:00Z,Paid
A2930,0703,408.5,3,2025-12-10T04:48:00Z,refund
A1100,0241,211.43,6,2025-06-21T16:39:00Z,PAID
A2703,0715,183.08,,2025-11-12T19:44:00Z,PAID
A2819,0149,353.47,5,,
A0246,0647,168.79,6,2025-11-30T09:35:00Z,Pending
A0977,0571,215.74,6,,Refunded
A3549,0994,341.33,8,2025-02-03T14:30:00Z,refund
A2374,0468,,7,,Refunded
A4541,0848,132.75,1,2025-11-28T06:23:00Z,Paid
A3835,0977,208.44,2,2025-06-24T21:44:00Z,refunded
A4092,0232,107.14,,2025-11-04T13:38:00Z,refund
A2309,0666,9.07,8,2025-04-28T05:28:00Z,paid
A4368,0361,315.28,4,2025-03-27T10:45:00Z,refund
A3241,0828,223.89,3,2025-09-29T15:37:00Z,refund
A3005,0750,445.29,4,2025-05-14T14:35:00Z,Refunded
A0574,0602,205.41,4,2025-10-25T06:56:00Z,Paid
A2833,0294,317.88,2,,Pending
A0209,0342,,8,2025-09-14T15:03:00Z,refund
A3528,0054,326.13,1,2025-11-23T18:14:00Z,PAID
A1092,0545,68.86,4,2025-02-26T03:09:00Z,Paid
A2580,0302,293.67,2,2025-01-05T23:28:00Z,Pending
A0092,0380,351.22,9,2025-03-04T03:38:00Z,Pending
A3155,0483,54.26,,2025-03-18T11:48:00Z,Paid
A1317,0081,326.13,8,2025-06-06T18:06:00Z,refund
A0371,0575,389.63,3,2025-09-09T14:43:00Z,paid
A0122,0650,372.6,2,2025-10-17T14:26:00Z,Refunded
A1479,0490,,2,2025-06-19T23:16:00Z,refund
A1710,0021,230.73,5,2025-03-30T21:26:00Z,PAID
A0521,0775,98.55,8,2025-05-15T03:10:00Z,paid
A2201,0584,237.99,5,2025-05-14T09:26:00Z,Pending
A0114,0076,463.05,3,2025-05-11T19:41:00Z,Pending
A0765,0624,100.68,,2025-10-31T16:23:00Z,paid
A4906,0107,69.11,9,2025-07-13T09:05:00Z,Refunded
A3386,0691,49.12,5,2025-08-21T05:18:00Z,PAID
A2473,0993,291.66,9,2025-07-05T04:17:00Z,
A1753,0581,470.51,6,,PAID
A4273,0307,450.04,1,,Paid
A1607,0647,77.95,,2025-09-08T22:09:00Z,paid
A1321,0147,31.9,2,2025-05-12T14:08:00Z,paid
A1478,0302,48.08,7,2025-12-07T14:57:00Z,Refunded
A0107,0032,216.48,3,2025-07-22T02:22:00Z,refunded
A0219,0150,341.57,5,2025-07-01T06:42:00Z,paid
A3275,0809,140.58,2,2025-10-14T11:46:00Z,refunded
A3246,0624,378.55,9,2025-04-20T01:20:00Z,Pending
A3725,0710,411.2,6,,Pending
A1104,0808,94.25,1,2025-10-25T00:36:00Z,PAID
A0152,0072,163.59,7,2025-01-29T11:38:00Z,paid
A1107,0846,338.92,9,2025-04-01T23:34:00Z,paid
A4119,0367,,,2025-10-07T16:17:00Z,refund
A1630,0049,34.95,,2025-05-20T12:01:00Z,PAID
A1196,0023,17.95,9,2025-11-18T07:56:00Z,Refunded
A0715,0030,233.45,6,2025-08-24T03:09:00Z,paid
A1894,0101,488.64,6,,Pending
A0649,0936,372.4,3,2025-04-09T07:52:00Z,PAID
A0008,0168,403.37,8,2025-11-10T20:10:00Z,refunded
A2221,0156,,8,2025-09-04T23:34:00Z,paid
A4515,0657,284.92,8,2025-08-20T15:57:00Z,refunded
A0011,0672,292.39,5,,Pending
A0585,0543,291.42,6,2025-01-09T03:12:00Z,Refunded
A2970,0162,361.52,4,2025-01-20T02:23:00Z,PAID
A1808,0262,326.47,4,2025-08-01T18:08:00Z,Pending
A1593,0423,287.12,5,2025-04-14T23:00:00Z,Paid
A3599,0867,42.86,9,2025-12-02T16:29:00Z,Refunded
A3147,0941,446.33,8,2025-09-29T07:39:00Z,paid
A1246,0238,275.04,3,2025-11-02T23:33:00Z,Pending
A2862,0621,350.74,4,2025-01-06T20:20:00Z,refund
A1152,0815,94.45,4,2025-06-20T04:55:00Z,Paid
A1213,0365,268.73,8,2025-10-23T03:11:00Z,refunded
A0670,0713,498.1,3,2025-07-30T01:09:00Z,Refunded
A1704,0176,207.68,3,,Pending
A0450,0010,444.22,2,2025-10-17T02:41:00Z,PAID
A0445,0416,325.08,9,2025-04-14T14:38:00Z,refund
A0447,0605,370.21,8,2025-11-29T03:40:00Z,refund
A0119,0621,367.18,1,2025-07-23T05:44:00Z,paid
A1810,0937,,2,2025-10-22T23:18:00Z,refund
A4939,0597,194.22,1,2025-02-20T16:54:00Z,Pending
A4632,0613,80.0,4,2025-06-08T04:33:00Z,
A0546,0689,85.58,7,2025-03-14T07:14:00Z,Refunded
A0039,0519,,4,2025-04-23T04:52:00Z,refunded
A0721,0711,307.03,7,2025-04-13T07:54:00Z,paid
A3606,0390,,4,2025-05-14T10:05:00Z,PAID
A3677,0423,398.69,8,2025-05-21T00:42:00Z,Refunded
A4549,0247,140.71,4,,Paid
A2407,0566,196.28,7,,refunded
A1116,0197,283.58,4,2025-08-09T09:27:00Z,refunded
A3642,0096,472.59,7,2025-04-29T23:49:00Z,Paid
A2491,0736,,,2025-01-24T14:13:00Z,refund
A2222,0024,473.59,9,2025-07-04T03:49:00Z,Refunded
A0764,0315,438.87,2,2025-04-23T03:02:00Z,Paid
A4844,0917,101.45,1,2025-05-13T00:13:00Z,Refunded
A0539,0912,116.41,9,2025-07-13T08:18:00Z,refund
A3973,0874,123.6,3,2025-12-09T22:00:00Z,refunded
A3602,0204,93.23,6,2025-12-10T10:50:00Z,PAID
A1768,0341,221.11,3,2025-08-20T21:13:00Z,Paid
A0963,0141,241.27,7,2025-01-07T16:52:00Z,paid
A0860,0383,492.33,3,2025-09-16T10:40:00Z,paid
A2954,0363,74.37,6,2025-04-06T23:50:00Z,refund
A1375,0525,185.49,8,2025-06-16T02:57:00Z,Refunded
A3510,0862,321.82,,2025-07-10T04:22:00Z,refunded
A0286,0222,,9,,
A2981,0591,351.89,4,2025-01-24T11:39:00Z,Pending
A0517,0613,473.1,5,2025-01-07T05:57:00Z,
A2306,0595,347.06,5,2025-01-04T09:02:00Z,refund
A2736,0557,173.16,6,2025-05-21T15:49:00Z,Paid
A1088,0769,419.15,1,2025-02-07T18:34:00Z,refunded
A0019,0245,227.32,8,,Refunded
A4177,0564,285.2,,2025-01-31T00:31:00Z,Pending
A2195,0244,18.13,,2025-12-22T19:19:00Z,
A2718,0348,281.06,2,2025-10-12T06:06:00Z,refund
A2947,0472,285.4,6,2025-11-08T06:04:00Z,Refunded
A0731,0944,306.7,7,2025-07-26T20:55:00Z,Paid
A2646,0304,139.96,,2025-03-02T13:24:00Z,Paid
A2219,0351,90.46,7,2025-09-26T00:33:00Z,PAID
A4899,0273,14.81,1,2025-01-01T16:25:00Z,Paid
A4124,0265,384.23,,,PAID
A4495,0090,339.42,3,2025-03-14T03:57:00Z,paid
A2435,0368,278.36,4,2025-06-10T06:34:00Z,
A2638,0462,212.03,6,2025-11-13T15:05:00Z,refunded
A0853,0912,453.94,1,2025-05-21T07:06:00Z,Refunded
A4631,0565,52.85,2,2025-12-03T06:28:00Z,paid
A2240,0350,445.93,5,2025-08-04T02:12:00Z,Pending
A3663,0904,453.82,5,2025-11-05T23:57:00Z,
A3819,0090,304.48,3,2025-05-17T16:18:00Z,refund
A4949,0380,354.31,3,2025-06-15T04:47:00Z,refunded
A1832,0046,392.37,5,2025-05-01T01:27:00Z,refund
A0634,0554,478.97,9,2025-09-11T07:06:00Z,Pending
A0780,0150,433.41,4,2025-02-23T02:08:00Z,PAID
A1086,0936,438.87,,2025-09-08T11:15:00Z,refund
A3438,0707,489.92,2,2025-09-15T19:13:00Z,refunded
A1065,0113,441.81,3,,
A3476,0880,384.17,1,2025-01-30T20:43:00Z,paid
A3498,0235,27.59,,2025-08-15T13:12:00Z,Refunded
A3097,0350,107.02,3,2025-11-01T13:05:00Z,Pending
A1807,0074,90.24,4,,Refunded
A1449,0067,,1,2025-09-02T14:27:00Z,refund
A1392,0724,72.8,5,2025-03-17T06:59:00Z,refund
A3692,0237,,4,2025-01-12T13:16:00Z,Paid
A4066,0669,192.27,8,2025-01-31T04:33:00Z,PAID
A3662,0258,133.3,7,2025-01-18T01:44:00Z,paid
A3229,0857,334.82,7,2025-05-30T14:13:00Z,refunded
A0044,0904,464.4,9,,refunded
A3390,0529,20.44,2,2025-04-05T19:24:00Z,refund
A0487,0130,216.67,8,2025-02-27T02:22:00Z,refunded
A0136,0675,72.54,6,2025-05-22T09:46:00Z,refunded
A0154,0574,361.41,6,2025-05-20T03:24:00Z,Refunded
A4806,0577,37.87,3,,paid
A4579,0272,331.05,8,2025-01-10T15:46:00Z,
A0659,0761,,,2025-01-12T18:49:00Z,paid
A2973,0368,332.21,1,2025-10-24T20:16:00Z,PAID
A3956,0222,442.84,9,2025-03-13T09:44:00Z,refunded
A0798,0616,246.77,3,2025-05-25T22:02:00Z,Pending
A1980,0583,471.68,7,,refund
A2522,0129,302.5,9,2025-06-17T01:04:00Z,refunded
A2204,0727,99.03,2,2025-08-03T03:38:00Z,
A4506,0237,,,2025-06-08T19:29:00Z,refund
A0116,0736,425.97,1,2025-01-17T12:41:00Z,Refunded
A4239,0197,,5,2025-03-22T14:21:00Z,PAID
A4689,0184,426.06,5,2025-12-22T02:41:00Z,PAID
A2168,0451,,5,2025-09-26T04:49:00Z,Refunded
A2013,0969,138.39,9,2025-01-11T07:10:00Z,paid
A1397,0827,99.19,5,2025-02-04T16:51:00Z,paid
A0171,0896,,8,2025-11-30T10:22:00Z,refunded
A4582,0395,,4,,Paid
A1896,0599,291.99,3,2025-10-01T18:47:00Z,refund
A1732,0029,422.53,6,,refund
A3703,0162,307.53,4,2025-05-10T14:49:00Z,refund
A1135,0847,55.88,3,2025-08-09T15:41:00Z,
A1554,0146,115.07,4,2025-02-03T19:10:00Z,PAID
A3370,0808,126.73,4,2025-03-20T20:43:00Z,paid
A4537,0297,7.18,1,2025-04-25T22:53:00Z,paid
A2411,0476,,8,2025-09-13T14:20:00Z,
A1684,0171,373.35,1,2025-04-21T16:10:00Z,Paid
A4734,0756,76.76,2,2025-05-18T13:02:00Z,refunded
A2815,0826,407.6,5,,Pending
A2679,0684,324.4,4,2025-12-12T20:59:00Z,refund
A1770,0253,304.44,2,2025-08-30T14:20:00Z,Paid
A3063,0885,391.07,8,2025-04-08T17:49:00Z,Refunded
A4374,0570,151.96,4,2025-06-02T14:57:00Z,Paid
A1813,0969,351.9,5,2025-09-30T01:58:00Z,refund
A3021,0653,89.22,9,2025-09-30T08:13:00Z,Pending
A2035,0341,319.76,3,2025-10-15T22:07:00Z,PAID
A3206,0949,443.1,1,2025-11-16T14:34:00Z,Refunded
A1501,0699,335.56,2,2025-06-26T07:19:00Z,Paid
A1735,0584,104.11,2,,refund
A0333,0177,402.19,2,2025-03-15T23:58:00Z,refund
A0790,0006,57.35,9,2025-03-11T02:58:00Z,refund
A2812,0082,450.73,4,2025-03-08T12:21:00Z,Pending
A2469,0504,447.08,7,2025-07-26T08:16:00Z,
A2977,0812,389.05,2,2025-02-28T04:39:00Z,
A2131,0042,225.41,9,2025-03-09T18:17:00Z,refunded
A4180,0710,498.14,7,2025-04-03T06:20:00Z,refunded
A1794,0025,219.26,4,2025-06-12T05:04:00Z,refunded
A0095,0289,433.65,3,2025-03-13T13:29:00Z,refunded
A4165,0223,359.12,9,2025-06-13T00:52:00Z,paid
A3629,0805,181.75,3,2025-07-18T21:04:00Z,
A4127,0839,99.33,1,2025-09-09T15:16:00Z,PAID
A4250,0641,299.38,1,2025-04-09T20:43:00Z,PAID
A1001,0402,335.38,4,2025-11-17T15:34:00Z,refunded
A1905,0490,127.99,5,2025-04-30T06:12:00Z,PAID
A0552,0050,60.96,5,2025-07-04T21:19:00Z,refund
A3744,0956,323.77,,2025-08-21T16:09:00Z,refund
A0411,0363,143.14,2,2025-04-13T19:04:00Z,Refunded
A3785,0618,78.11,7,,refunded
A0759,0021,472.18,,2025-09-18T23:53:00Z,paid
A1536,0874,209.95,7,2025-09-15T04:20:00Z,Paid
A3525,0925,,9,2025-11-12T07:37:00Z,refund
A0163,0367,381.34,1,2025-07-11T11:00:00Z,refund
A0053,0685,,2,2025-05-03T13:26:00Z,refunded
A1095,0907,274.88,7,2025-01-04T17:48:00Z,paid
A2681,0038,108.9,,2025-11-18T15:35:00Z,refunded
A3446,0839,82.7,8,2025-04-02T09:33:00Z,Pending
A4441,0625,143.55,2,2025-02-22T20:47:00Z,refund
A0690,0310,98.57,1,2025-11-09T19:20:00Z,paid
A3758,0238,353.99,,2025-09-02T02:05:00Z,PAID
A4868,0149,472.4,5,2025-07-02T08:56:00Z,Refunded
A1069,0900,387.65,3,2025-08-08T22:47:00Z,refunded
A1334,0813,112.15,6,2025-10-02T11:10:00Z,Refunded
A4518,0741,452.79,,2025-10-27T07:26:00Z,refunded
A2337,0903,,6,2025-06-28T13:22:00Z,
A1935,0595,88.4,6,2025-04-14T20:00:00Z,PAID
A0148,0889,,,2025-01-09T04:02:00Z,Paid
A0275,0728,46.56,5,2025-09-01T05:13:00Z,
A3676,0058,185.57,1,2025-05-01T05:46:00Z,Refunded
A0794,0773,107.75,,2025-09-25T03:45:00Z,
A4784,0995,,8,2025-09-09T13:21:00Z,PAID
A4756,0633,143.35,6,2025-04-07T01:41:00Z,refunded
A2630,0559,196.26,2,2025-11-09T09:51:00Z,Paid
A0318,0070,494.37,4,,paid
A1716,0789,342.11,4,2025-06-13T06:42:00Z,PAID
A2907,0943,400.38,5,2025-09-09T12:41:00Z,Refunded
A1941,0376,200.96,6,2025-09-17T04:14:00Z,Refunded
A3417,0490,243.15,4,2025-06-22T20:32:00Z,Pending
A1094,0311,386.42,1,2025-07-12T05:44:00Z,
A0100,0968,415.3,2,2025-03-19T22:10:00Z,refund
A4911,0201,382.82,3,2025-07-26T08:07:00Z,paid
A1898,0839,186.34,7,2025-03-24T15:49:00Z,Refunded
A3174,0353,10.28,5,2025-03-05T04:05:00Z,paid
A2843,0707,494.11,6,2025-03-15T11:21:00Z,
A1170,0164,293.29,5,2025-04-27T02:19:00Z,Refunded
A4389,0264,144.72,3,2025-07-23T22:35:00Z,PAID
A4849,0669,207.76,,2025-11-07T16:00:00Z,Paid
A0294,0540,112.1,5,2025-06-02T10:54:00Z,refund
A4852,0941,473.44,9,2025-08-10T13:21:00Z,Paid
A4279,0521,174.62,,2025-05-21T21:16:00Z,
A2542,0389,327.66,3,2025-09-14T14:23:00Z,Refunded
A2575,0401,249.27,8,2025-12-03T07:09:00Z,refund
A0734,0227,145.92,2,2025-06-17T08:19:00Z,PAID
A4700,0873,131.61,5,2025-11-12T12:28:00Z,Refunded
A0226,0273,359.1,2,2025-10-13T07:24:00Z,refunded
A2797,0525,23.56,8,2025-07-29T02:00:00Z,refunded
A1041,0116,485.6,9,2025-10-15T08:04:00Z,
A3398,0051,126.42,4,2025-06-09T07:05:00Z,Paid
A1842,0220,221.91,4,2025-09-29T12:57:00Z,refund
A4484,0837,187.84,9,2025-01-07T22:54:00Z,Pending
A4071,0311,144.0,3,2025-05-18T08:29:00Z,refund
A4476,0733,246.13,4,2025-01-13T06:24:00Z,Paid
A1895,0628,236.88,4,,Refunded
A2647,0905,334.22,7,2025-02-19T23:47:00Z,Pending
A0259,0792,419.66,5,2025-11-26T11:01:00Z,refund
A0650,0390,71.46,1,2025-08-05T10:49:00Z,refunded
A3139,0469,354.12,4,2025-01-31T18:14:00Z,Refunded
A0045,0913,290.75,3,,refund
A1520,0666,331.73,6,,PAID
A4785,0308,298.38,7,2025-08-19T07:34:00Z,refunded
A4847,0311,475.27,,2025-04-25T19:29:00Z,refunded
A3751,0416,297.17,5,2025-10-14T07:16:00Z,Refunded
A4363,0412,481.15,3,2025-04-11T09:19:00Z,paid
A0947,0145,377.4,3,2025-05-15T23:23:00Z,Paid
A0496,0798,120.17,2,2025-03-04T18:13:00Z,Pending
A3362,0259,251.11,5,2025-04-25T04:09:00Z,paid
A3187,0300,305.24,4,2025-07-30T20:37:00Z,PAID
A4590,0599,481.23,6,2025-01-24T18:21:00Z,PAID
A0429,0634,,2,2025-04-26T06:05:00Z,PAID
A3054,0241,240.93,9,2025-08-05T22:11:00Z,Paid
A4620,0209,85.27,8,2025-08-21T08:31:00Z,Pending
A2066,0838,417.26,5,2025-02-08T12:16:00Z,Pending
A1408,0056,141.66,6,2025-09-13T22:04:00Z,Pending
A0671,0884,312.18,4,2025-02-28T01:30:00Z,Refunded
A0500,0133,215.88,4,2025-04-15T16:57:00Z,refunded
A0951,0111,492.54,6,2025-08-17T05:58:00Z,
A2393,0327,396.73,8,2025-05-10T13:29:00Z,refunded
A3074,0012,,3,2025-11-06T05:25:00Z,Pending
A3189,0445,98.82,,2025-04-16T18:11:00Z,Refunded
A1282,0385,,1,2025-08-09T07:26:00Z,paid
A2069,0055,468.22,,2025-06-11T17:54:00Z,
A3951,0830,9.1,1,2025-07-02T07:00:00Z,refund
A0387,0518,55.26,4,2025-02-05T05:26:00Z,PAID
A3997,0112,253.81,4,2025-09-07T14:16:00Z,Paid
A2549,0404,388.13,4,2025-02-22T13:48:00Z,PAID
A1226,0003,,1,2025-01-13T08:12:00Z,PAID
A4486,0454,264.59,,,Refunded
A4827,0030,29.33,7,2025-07-24T14:11:00Z,refund
A3496,0107,96.36,6,2025-09-08T10:54:00Z,PAID
A3968,0922,391.29,,2025-02-26T03:37:00Z,Paid
A3805,0342,125.78,4,2025-10-23T11:42:00Z,refunded
A2684,0304,115.12,4,2025-10-24T08:16:00Z,Paid
A1721,0948,171.67,2,2025-09-24T08:32:00Z,Paid
A2794,0303,313.22,6,2025-03-17T15:19:00Z,refund
A2944,0646,88.32,1,2025-02-14T12:58:00Z,refunded
A2316,0868,486.41,6,2025-07-17T15:12:00Z,PAID
A1368,0440,298.59,3,2025-10-31T19:09:00Z,Paid
A4691,0178,259.35,7,,refunded
A3357,0155,343.41,9,2025-05-22T05:27:00Z,paid
A0156,0420,349.82,9,2025-02-21T18:35:00Z,refunded
A4744,0485,235.81,,2025-07-15T09:56:00Z,Refunded
A0079,0524,,8,2025-09-28T05:32:00Z,
A2010,0836,386.16,5,,refunded
A4651,0819,311.18,4,2025-06-12T15:15:00Z,Pending
A2945,0767,334.76,3,2025-09-08T00:58:00Z,refunded
A2156,0765,356.72,8,2025-12-18T05:35:00Z,refund
A3684,0507,453.97,1,2025-08-11T08:41:00Z,paid
A4181,0683,313.48,1,2025-05-15T07:09:00Z,Paid
A4146,0366,47.2,1,2025-05-22T04:48:00Z,Pending
A2341,0567,164.12,4,2025-10-21T16:28:00Z,paid
A1362,0997,248.84,7,2025-04-01T12:14:00Z,refund
A0078,0516,77.17,9,2025-02-19T01:05:00Z,refunded
A2020,0294,208.62,8,2025-01-05T02:13:00Z,paid
A4985,0985,,8,2025-06-04T09:00:00Z,refunded
A0067,0676,252.04,1,2025-10-13T12:54:00Z,refunded
A3444,0841,451.58,2,2025-07-07T14:16:00Z,PAID
A0684,0679,251.44,2,2025-02-01T22:56:00Z,
A4746,0800,51.83,5,2025-05-20T19:36:00Z,refund
A0103,0307,29.68,,2025-10-20T17:54:00Z,Paid
A3592,0328,223.72,4,2025-12-11T17:55:00Z,Refunded
A1505,0983,419.9,8,2025-11-01T22:04:00Z,paid
A4384,0504,280.21,8,2025-10-24T08:09:00Z,refunded
A2170,0452,314.69,3,2025-08-05T18:33:00Z,Refunded
A2561,0536,309.78,1,2025-07-04T22:32:00Z,refund
A0979,0346,290.18,6,2025-02-10T01:12:00Z,refund
A0177,0677,124.64,4,2025-06-15T06:35:00Z,refunded
A0116,0736,425.97,1,2025-01-17T17:41:00Z,refunded
A3989,0803,471.81,2,2025-09-24T16:28:00Z,refund
A0444,0205,174.17,2,2025-09-23T12:27:00Z,Pending
A3827,0298,174.62,4,2025-10-23T14:12:00Z,paid
A2893,0528,16.91,9,2025-02-26T05:58:00Z,Refunded
A0390,0183,,7,2025-02-03T07:28:00Z,paid
A4602,0790,93.89,1,2025-11-25T12:06:00Z,
A3050,0395,79.61,7,2025-12-13T10:46:00Z,PAID
A4991,0090,402.98,7,2025-05-29T10:39:00Z,Pending
A2207,0494,207.25,6,,refund
A2401,0236,366.84,2,2025-07-12T13:18:00Z,
A3408,0171,92.41,8,2025-12-07T05:08:00Z,refund
